     2     2     2
     2     2     2
     2     2     2
     2     2     2
     2     2     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     3     2
     2     4     2
     2     4     2
     2     4     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     5     2
     2     6     2
     2     6     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     7     2
     2     9     2
     2     9     2
     2     9     2
     2     9     2
     2     9     2
     3     1     2
     3     1     2
     3     1     2
     3     1     2
     3     1     2
     3     1     2
     3     1     2
     3     1     2
     3     1     2
     3     1     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     2     2
     3     5     2
     3     5     2
     3     5     2
     3     5     2
     3     6     2
     3     6     2
     3     8     2
     3     8     2
     3     8     2
     3     8     2
     3     8     2
     3     8     2
     3     9     2
     3     9     2
     4     1     2
     4     1     2
     4     1     2
     4     1     2
     4     2     2
     4     2     2
     4     3     2
     4     7     2
     4     9     2
     5     1     2
     5     2     2
     5     2     2
     7     1     2
     7     1     2
     9     1     2
     9     9     2
    10     2     2
    10     3     2
    10     4     2
    10     9     2
    10     9     2
    11     5     2
    11     5     2
    11     7     2
